Msg 	1	1404868479288	6
Msg 	2	1404868479290	12
Msg 	3	1404868479290	18
Msg 	4	1404868479291	24
Msg 	5	1404868479291	30
Msg 	6	1404868479291	36
Msg 	7	1404868479291	42
Msg 	8	1404868479291	48
Msg 	9	1404868479292	54
Msg 	10	1404868479292	60
Msg 	11	1404868479292	66
Msg 	12	1404868479292	72
Msg 	13	1404868479293	78
Msg 	14	1404868479293	84
Msg 	15	1404868479293	90
Msg 	16	1404868479293	96
Msg 	17	1404868479293	102
Msg 	18	1404868479293	108
Msg 	19	1404868479294	114
Msg 	20	1404868479294	120
Msg 	21	1404868479294	126
Msg 	22	1404868479295	132
Msg 	23	1404868479295	138
Msg 	24	1404868479295	144
Msg 	26	1404868479295	156
Msg 	25	1404868479295	150
Msg 	27	1404868479295	162
Msg 	28	1404868479295	168
Msg 	29	1404868479295	174
Msg 	30	1404868479296	180
Msg 	31	1404868479296	186
Msg 	32	1404868479296	192
Msg 	33	1404868479296	198
Msg 	34	1404868479296	204
Msg 	35	1404868479296	210
Msg 	36	1404868479296	216
Msg 	37	1404868479296	222
Msg 	38	1404868479297	228
Msg 	39	1404868479297	234
Msg 	40	1404868479297	240
Msg 	41	1404868479297	246
Msg 	42	1404868479297	252
Msg 	43	1404868479297	258
Msg 	44	1404868479297	264
Msg 	45	1404868479297	270
Msg 	46	1404868479298	276
Msg 	47	1404868479298	282
Msg 	48	1404868479298	288
Msg 	49	1404868479298	294
Msg 	50	1404868479298	300
Msg 	51	1404868479298	306
Msg 	52	1404868479298	312
Msg 	53	1404868479299	318
Msg 	54	1404868479299	324
Msg 	55	1404868479300	330
Msg 	56	1404868479300	336
Msg 	57	1404868479300	342
Msg 	58	1404868479300	348
Msg 	59	1404868479300	354
Msg 	60	1404868479300	360
Msg 	61	1404868479300	366
Msg 	62	1404868479301	372
Msg 	63	1404868479301	378
Msg 	64	1404868479301	384
Msg 	65	1404868479301	390
Msg 	66	1404868479301	396
Msg 	67	1404868479301	402
Msg 	68	1404868479301	408
Msg 	69	1404868479301	414
Msg 	70	1404868479302	420
Msg 	71	1404868479302	426
Msg 	72	1404868479302	432
Msg 	73	1404868479302	438
Msg 	74	1404868479302	444
